"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","",""
"1496","Вернись к месту убийства, Алиса, любовь моя","Come Back to the Killing Ground, Alice, My Love","Роджер Желязны","7.72","264","wg19;wg24;wg1;wg52;wg88;wg105;wg139;wg106","","True","","","","","","","",""
"1497","Там, в вышине","Way Up High","Роджер Желязны","8.27","207","wg32;wg47;wg69;wg77;wg101;wg112;wg150;wg106","81948","True","","","","","","","",""
"1498","Здесь водятся драконы","Here There Be Dragons","Роджер Желязны","8.53","309","wg19;wg26;wg48;wg52;wg88;wg105;wg150;wg106","","True","","","","","","","",""
"1499","Бизнес Джорджа","The George Business","Роджер Желязны","8.35","472","wg19;wg21;wg48;wg52;wg88;wg105;wg111;wg150;wg106","51157;1672;1953;240067;3202;740027","True","","","","","","","",""
"1500","Конец поисков","Quest's End","Роджер Желязны","7.27","268","wg19;wg21;wg52;wg88;wg105;wg150;wg106","","True","","","","","","","",""
"","","","","","","","","1501","Стальная Леди","Lady of Steel","Роджер Желязны","6.60","228","wg19;wg29;wg117;wg88;wg105;wg150;wg106","","True"
"1502","Девушка и чудовище","The Monster and the Maiden","Роджер Желязны","7.25","618","wg19;wg50;wg96;wg150;wg106","","True",,,,,,,,
"1503","Но не пророк","But Not the Herald","Роджер Желязны","8.00","375","wg32;wg47;wg54;wg57;wg69;wg77;wg105;wg176;wg150;wg106","","True",,,,,,,,
"1504","Любовь — мнимая величина","Love is an Imaginary Number","Роджер Желязны","7.59","421","wg19;wg29;wg47;wg69;wg77;wg105;wg133;wg140;wg150;wg106","7983;18;2740;74348","True",,,,,,,,
"1505","Государь, рождённый, чтобы властвовать миром","Prince of the Powers of This World","Роджер Желязны","7.76","230","wg19;wg27;wg47;wg40;wg177;wg129;wg105;wg114;wg150;wg106","","True",,,,,,,,
"1506","Спасение Фауста","The Salvation of Faust","Роджер Желязны","7.43","225","wg30;wg47;wg40;wg177;wg78;wg80;wg97;wg112;wg150;wg106","180431;61","True",,,,,,,,
"1507","И спасся только я один, чтобы возвестить тебе","And I Only am Escaped to Tell Thee","Роджер Желязны","7.70","294","wg19;wg29;wg54;wg60;wg69;wg148;wg215;wg98;wg150;wg106","34874","True",,,,,,,,
"1508","Крестник","Godson","Роджер Желязны","8.37","252","wg30;wg47;wg69;wg202;wg75;wg101;wg112;wg140;wg150;wg106","","True",,,,,,,,
"1509","Кони Лира","The Horses of Lir","Роджер Желязны","7.54","264","wg19;wg29;wg54;wg59;wg69;wg71;wg192;wg100;wg150;wg106","","True",,,,,,,,
"1510","На пути в Спленобу","On the Road to Splenoba","Роджер Желязны","7.26","203","wg30;wg47;wg69;wg71;wg70;wg100;wg265;wg110;wg150;wg106","","True",,,,,,,,
"1511","Дневная кровь","Dayblood","Роджер Желязны","7.18","289","wg30;wg164;wg69;wg77;wg202;wg75;wg100;wg265;wg110;wg150;wg106","","True",,,,,,,,
"1512","Короли ночи","Night Kings","Роджер Желязны","7.46","239","wg19;wg164;wg47;wg69;wg77;wg133;wg150;wg106","","True",,,,,,,,
"1513","Эпиталама","Epithalamium","Роджер Желязны","7.20","189","wg38;wg52;wg129;wg150;wg106","21917","True",,,,,,,,
"1514","Ангел, тёмный ангел","Angel, Dark Angel","Роджер Желязны","7.67","471","wg1;wg3;wg164;wg69;wg150;wg106","23","True",,,,,,,,
"1515","Песня чужого мира","Dreadsong","Роджер Желязны","7.24","213","wg1;wg2;wg47;wg89;wg124;wg103;wg142;wg136;wg153;wg106","3104","True",,,,,,,,
"1516","Ленты Титана","The Bands of Titan","Роджер Желязны","5.93","239","wg1;wg2;wg65;wg89;wg124;wg90;wg103;wg150;wg106","","True",,,,,,,,
"1517","Одержимость коллекционера","Collector's Fever","Роджер Желязны","7.61","368","wg1;wg3;wg49;wg89;wg127;wg103;wg142;wg150;wg106","","True",,,,,,,,
"1518","Год Плодородного Зерна","The Year of the Good Seed","Роджер Желязны","7.46","210","wg1;wg3;wg118;wg47;wg89;wg127;wg103;wg136;wg150;wg106","","True",,,,,,,,
"1519","Рука через галактику","A Hand Across the Galaxy","Роджер Желязны","7.13","393","wg1;wg3;wg47;wg89;wg127;wg103;wg150;wg106","","True",,,,,,,,
"1520","Три попытки Джереми Бейкера","The Three Descents of Jeremy Baker","Роджер Желязны","7.22","235","wg1;wg2;wg47;wg164;wg89;wg90;wg103;wg136;wg153;wg106","59607","True",,,,,,,,
"1521","___","___","___","___","___","___","___","False",,,,,,,,
"1522","Вечная мерзлота","Permafrost","Роджер Желязны","8.05","330","wg1;wg3;wg164;wg47;wg89;wg127;wg103;wg111;wg153;wg106","3116;262058;20274;7977;23470;23603;10776","True",,,,,,,,
"1523","Смертник Доннер и кубок Фильстоуна","Deadboy Donner and the Filstone Cup","Роджер Желязны","7.17","206","wg1;wg3;wg52;wg164;wg89;wg103;wg137;wg111;wg150;wg106","","True",,,,,,,,
"1524","Проблемы Цирцеи","Circe Has Her Problems","Роджер Желязны","7.91","298","wg1;wg3;wg48;wg89;wg127;wg103;wg150;wg106","","True",,,,,,,,
"1525","Ключи к декабрю","The Keys to December","Роджер Желязны","8.53","1093","wg1;wg6;wg3;wg47;wg65;wg89;wg127;wg103;wg135;wg136;wg150;wg106","12009;44017;14;552;11197;75278;75542;119804;155118;1259;5638;5710;96751;48034","True",,,,,,,,
"1526","Сам себя удивил","Itself Surprised","Роджер Желязны","7.55","275","wg1;wg2;wg64;wg89;wg90;wg103;wg137;wg113;wg150;wg106","","True",,,,,,,,
"1527","Люцифер","Lucifer","Роджер Желязны","7.68","332","wg1;wg15;wg3;wg164;wg69;wg77;wg102;wg174;wg150;wg106","","True",,,,,,,,
"1528","Человек, который любил фейоли","The Man Who Loved the Faioli","Роджер Желязны","7.65","388","wg1;wg3;wg47;wg89;wg127;wg104;wg175;wg150;wg106","","True",,,,,,,,
"1529","Великие медленные короли","The Great Slow Kings","Роджер Желязны","7.92","423","wg1;wg3;wg51;wg47;wg89;wg127;wg105;wg142;wg150;wg106","8516","True",,,,,,,,
"1530","Глаз ночи","The Night Has 999 Eyes","Роджер Желязны","6.84","405","wg1;wg3;wg47;wg164;wg69;wg103;wg150;wg106","","True",,,,,,,,
"1531","Учителя приехали на огненном колесе","The Teachers Rode a Wheel of Fire","Роджер Желязны","7.51","243","wg1;wg3;wg164;wg69;wg77;wg94;wg136;wg138;wg150;wg106","","True",,,,,,,,
"1532","___","___","___","___","___","___","___","False",,,,,,,,
"1533","Рука Борджиа","The Borgia Hand","Роджер Желязны","8.03","268","wg1;wg3;wg47;wg69;wg71;wg192;wg100;wg112;wg153;wg106","224696;247977","True",,,,,,,,
"1534","Монолог для двоих","Monologue for Two","Роджер Желязны","7.99","352","wg1;wg3;wg164;wg69;wg100;wg153;wg106","","True",,,,,,,,
"1535","Коррида","Corrida","Роджер Желязны","7.01","378","wg116;wg164;wg69;wg77;wg101;wg150;wg106","","True",,,,,,,,
"1536","Сольный концерт","Recital","Роджер Желязны","7.61","300","wg160;wg164;wg69;wg100;wg150;wg106","","True",,,,,,,,
"1537","Голый матадор","The Naked Matador","Роджер Желязны","6.90","240","wg19;wg29;wg52;wg54;wg57;wg159;wg69;wg202;wg75;wg100;wg150;wg108","","True",,,,,,,,
"1538","Локи 7281","Loki 7281","Роджер Желязны","7.90","280","wg1;wg3;wg51;wg69;wg202;wg75;wg100;wg137;wg150;wg106","67839","True",,,,,,,,
"1539","Очень хороший год","A Very Good Year","Роджер Желязны","7.51","349","wg1;wg13;wg164;wg47;wg69;wg100;wg153;wg106","584;6184;72528","True",,,,,,,,
"1540","Музейный экспонат","A Museum Piece","Роджер Желязны","7.70","348","wg1;wg3;wg51;wg69;wg102;wg150;wg106","117546;1899;141578","True",,,,,,,,
"1541","Божественное безумие","Divine Madness","Роджер Желязны","8.32","378","wg1;wg3;wg164;wg47;wg69;wg77;wg105;wg150;wg106","13959;27252;155136;24426;5354;63504;466264;409036;907083","True",,,,,,,,
"1542","Вальпургиева ночь","Walpurgisnacht","Роджер Желязны","7.59","246","wg1;wg3;wg48;wg69;wg202;wg75;wg102;wg175;wg150;wg106","","True",,,,,,,,
"1543","Беззвёздной ночью в пути","Go Starless in the Night","Роджер Желязны","7.51","241","wg1;wg3;wg118;wg69;wg202;wg75;wg102;wg150;wg106","","True",,,,,,,,
"1544","Первый постулат","The First Postulate","Джеральд Джонас","8.07","100","wg1;wg3;wg164;wg47;wg69;wg202;wg102;wg140;wg150;wg106","","True",,,,,,,,
"1545","Моя леди на диодах","My Lady of the Diodes","Роджер Желязны","7.81","292","wg1;wg3;wg53;wg164;wg69;wg202;wg75;wg100;wg137;wg150;wg106","3813;2121;14899","True",,,,,,,,
"1546","Та сила, что через цепи гонит ток","The Force That Trought the Circuit Drives the Current","Роджер Желязны","7.15","221","wg1;wg3;wg51;wg164;wg69;wg202;wg75;wg101;wg163;wg150;wg106","","True",,,,,,,,
"1547","Приди ко мне не в зимней белизне","Come to Me Not in Winter's White","Роджер Желязны","7.84","354","wg1;wg3;wg13;wg164;wg47;wg69;wg102;wg212;wg150;wg108","25308;65380","True",,,,,,,,
"1548","Страсти Господни","Passion Play","Роджер Желязны","7.03","273","wg1;wg3;wg47;wg69;wg77;wg102;wg163;wg150;wg106","","True",,,,,,,,
"1549","Коллекция Малатесты","The Malatesta Collection","Роджер Желязны","7.39","179","wg1;wg15;wg47;wg69;wg77;wg103;wg150;wg106","71595","True",,,,,,,,
"1550","Последняя вечеря","Final Dining","Роджер Желязны","7.66","179","wg1;wg3;wg164;wg47;wg69;wg100;wg150;wg106","","True",,,,,,,,
"1551","Порог пророка","Threshold of the Prophet","Роджер Желязны","7.00","273","wg1;wg3;wg2;wg47;wg69;wg202;wg75;wg103;wg150;wg106","","True",,,,,,,,
"1552","Белая ворона","The Misfit","Роджер Желязны","7.28","319","wg1;wg2;wg3;wg47;wg69;wg77;wg103;wg150;wg106","572722;319725","True",,,,,,,,
"1553","Огонь и лёд","Fire and/or Ice","Роджер Желязны","6.94","251","wg1;wg15;wg47;wg69;wg77;wg103;wg153;wg106","","True",,,,,,,,
"1554","Византийская полночь","Moonless in Byzantium","Роджер Желязны","7.78","232","wg1;wg3;wg47;wg164;wg69;wg77;wg104;wg137;wg163;wg150;wg106","14828","True",,,,,,,,
"1555","Песнь голубого бабуина","Song of the Blue Baboon","Роджер Желязны","6.84","172","wg1;wg3;wg164;wg69;wg103;wg115;wg153;wg106","","True",,,,,,,,
"1556","О времени и о Яне","Of Time and the Yan","Роджер Желязны","7.05","210","wg1;wg15;wg3;wg164;wg47;wg89;wg122;wg102;wg174;wg150;wg106","","True",,,,,,,,
"1557","Ибо это есть царствие моё","Mine is the Kingdom","Роджер Желязны","7.30","191","wg1;wg3;wg38;wg164;wg69;wg104;wg174;wg136","","True",,,,,,,,
"1558","Тот, кто потревожит","He That Moves","Роджер Желязны","7.39","170","wg1;wg3;wg47;wg164;wg69;wg77;wg104;wg115;wg140;wg171;wg106","","True",,,,,,,,
"1559","Все уходят","Exeunt Omnes","Роджер Желязны","6.17","227","wg19;wg24;wg14;wg69;wg102;wg150;wg106","","True",,,,,,,,
"1560","Последняя из Диких","The Last of the Wild Ones","Роджер Желязны","7.37","430","wg1;wg3;wg15;wg52;wg164;wg69;wg202;wg75;wg102;wg137;wg150;wg106","","True",,,,,,,,
"1561","Проект «Румоко»","The Eve of RUMOKO","Роджер Желязны","7.75","593","wg1;wg3;wg52;wg69;wg148;wg215;wg102;wg135;wg165;wg153;wg106","240389","True",,,,,,,,
